Hora,Packet loss (%),Round trip (ms)
2011-03-25T20:19:21+00:00,0.0,50.856
2011-03-25T20:20:19+00:00,0.0,50.511
2011-03-25T20:21:19+00:00,0.0,51.904
2011-03-25T20:22:19+00:00,0.0,51.44
2011-03-25T20:23:20+00:00,0.0,49.541
2011-03-25T20:24:20+00:00,0.0,50.188
2011-03-25T20:25:20+00:00,0.0,50.29
2011-03-25T20:26:19+00:00,0.0,49.922
2011-03-25T20:27:20+00:00,0.0,50.597
2011-03-25T20:28:20+00:00,0.0,50.758
2011-03-25T20:29:20+00:00,0.0,50.635
2011-03-25T20:30:20+00:00,0.0,49.509
2011-03-25T20:31:20+00:00,0.0,52.151
2011-03-25T20:32:19+00:00,0.0,51.102
2011-03-25T20:33:20+00:00,0.0,51.538
2011-03-25T20:34:20+00:00,0.0,50.171
2011-03-25T20:35:20+00:00,0.0,50.318
2011-03-25T20:36:20+00:00,0.0,50.863
2011-03-25T20:37:20+00:00,10.0,51.075
2011-03-25T20:38:19+00:00,0.0,50.282
2011-03-25T20:39:20+00:00,0.0,51.504
2011-03-25T20:40:20+00:00,0.0,51.777
2011-03-25T20:41:24+00:00,0.0,51.712
2011-03-25T20:42:21+00:00,10.0,51.327
2011-03-25T20:43:20+00:00,0.0,51.353
2011-03-25T20:44:19+00:00,0.0,50.216
2011-03-25T20:45:20+00:00,0.0,53.483
2011-03-25T20:46:20+00:00,0.0,50.791
2011-03-25T20:47:21+00:00,0.0,50.801
2011-03-25T20:48:20+00:00,0.0,51.525
2011-03-25T20:49:20+00:00,0.0,50.147
2011-03-25T20:50:19+00:00,0.0,49.654
2011-03-25T20:51:20+00:00,0.0,50.068
2011-03-25T20:52:20+00:00,0.0,49.77
2011-03-25T20:53:20+00:00,0.0,50.495
2011-03-25T20:54:20+00:00,0.0,50.653
2011-03-25T20:55:19+00:00,0.0,51.515
2011-03-25T20:56:19+00:00,0.0,53.649
2011-03-25T20:57:20+00:00,10.0,49.622
2011-03-25T20:58:20+00:00,0.0,49.684
2011-03-25T20:59:20+00:00,0.0,50.183
2011-03-25T21:00:20+00:00,0.0,51.491
2011-03-25T21:01:23+00:00,0.0,50.994
2011-03-25T21:02:20+00:00,0.0,50.639
2011-03-25T21:03:20+00:00,0.0,50.883
2011-03-25T21:04:19+00:00,0.0,50.738
2011-03-25T21:05:20+00:00,0.0,51.1
2011-03-25T21:06:21+00:00,10.0,50.97
2011-03-25T21:07:20+00:00,0.0,51.826
2011-03-25T21:08:24+00:00,0.0,50.372
2011-03-25T21:09:20+00:00,0.0,49.823
2011-03-25T21:10:20+00:00,0.0,51.411
2011-03-25T21:11:20+00:00,0.0,50.067
2011-03-25T21:12:20+00:00,0.0,52.103
2011-03-25T21:13:20+00:00,0.0,51.154
2011-03-25T21:14:20+00:00,0.0,51.393
2011-03-25T21:15:20+00:00,0.0,50.393
2011-03-25T21:16:20+00:00,0.0,50.158
2011-03-25T21:17:20+00:00,10.0,50.497
2011-03-25T21:18:19+00:00,0.0,50.931
2011-03-25T21:19:20+00:00,0.0,50.807
2011-03-25T21:20:20+00:00,0.0,49.87
2011-03-25T21:21:20+00:00,0.0,50.909
2011-03-25T21:22:20+00:00,0.0,50.764
2011-03-25T21:23:20+00:00,0.0,51.172
2011-03-25T21:24:19+00:00,0.0,50.473
2011-03-25T21:25:20+00:00,0.0,50.848
2011-03-25T21:26:20+00:00,0.0,51.068
2011-03-25T21:27:20+00:00,0.0,52.139
2011-03-25T21:28:19+00:00,0.0,51.296
2011-03-25T21:29:19+00:00,0.0,50.94
2011-03-25T21:30:19+00:00,0.0,51.126
2011-03-25T21:31:20+00:00,0.0,50.37
2011-03-25T21:32:24+00:00,0.0,50.698
2011-03-25T21:33:20+00:00,0.0,51.606
2011-03-25T21:34:20+00:00,0.0,50.299
2011-03-25T21:35:20+00:00,0.0,52.519
2011-03-25T21:36:20+00:00,0.0,51.227
2011-03-25T21:37:20+00:00,0.0,50.595
2011-03-25T21:38:19+00:00,0.0,50.443
2011-03-25T21:39:20+00:00,0.0,50.809
2011-03-25T21:40:20+00:00,0.0,51.8
2011-03-25T21:41:20+00:00,0.0,50.869
2011-03-25T21:42:19+00:00,0.0,50.408
2011-03-25T21:43:19+00:00,0.0,50.137
2011-03-25T21:44:19+00:00,0.0,50.256
2011-03-25T21:45:20+00:00,0.0,51.914
2011-03-25T21:46:20+00:00,0.0,50.145
2011-03-25T21:47:20+00:00,0.0,50.257
2011-03-25T21:48:19+00:00,0.0,50.053
2011-03-25T21:49:19+00:00,0.0,50.525
2011-03-25T21:50:20+00:00,0.0,50.197
2011-03-25T21:51:20+00:00,0.0,51.581
2011-03-25T21:52:20+00:00,0.0,51.292
2011-03-25T21:53:19+00:00,0.0,50.594
2011-03-25T21:54:19+00:00,0.0,50.886
2011-03-25T21:55:20+00:00,0.0,51.038
2011-03-25T21:56:20+00:00,0.0,49.859
2011-03-25T21:57:20+00:00,0.0,51.423
2011-03-25T21:58:20+00:00,0.0,50.89
2011-03-25T21:59:19+00:00,0.0,50.412
2011-03-25T22:00:19+00:00,0.0,51.216
2011-03-25T22:01:20+00:00,0.0,50.133
2011-03-25T22:02:20+00:00,0.0,50.282
2011-03-25T22:03:20+00:00,0.0,50.945
2011-03-25T22:04:20+00:00,0.0,50.595
2011-03-25T22:05:20+00:00,0.0,51.887
2011-03-25T22:06:19+00:00,0.0,49.558
2011-03-25T22:07:20+00:00,0.0,51.481
2011-03-25T22:08:20+00:00,0.0,50.126
2011-03-25T22:09:20+00:00,0.0,50.835
2011-03-25T22:10:19+00:00,0.0,50.906
2011-03-25T22:11:20+00:00,0.0,50.9
2011-03-25T22:12:19+00:00,0.0,50.865
2011-03-25T22:13:20+00:00,0.0,50.384
2011-03-25T22:14:20+00:00,0.0,51.039
2011-03-25T22:15:20+00:00,0.0,52.373
2011-03-25T22:16:19+00:00,0.0,49.979
2011-03-25T22:17:20+00:00,0.0,50.647
2011-03-25T22:18:20+00:00,0.0,51.525
2011-03-25T22:19:20+00:00,0.0,51.351
2011-03-25T22:20:20+00:00,0.0,51.58
2011-03-25T22:21:20+00:00,0.0,50.724
2011-03-25T22:22:19+00:00,0.0,52.048
2011-03-25T22:23:20+00:00,0.0,50.865
2011-03-25T22:24:20+00:00,0.0,51.148
2011-03-25T22:25:20+00:00,0.0,50.328
2011-03-25T22:26:21+00:00,0.0,50.123
2011-03-25T22:27:19+00:00,0.0,51.015
2011-03-25T22:28:19+00:00,0.0,51.492
2011-03-25T22:29:20+00:00,0.0,51.547
2011-03-25T22:30:20+00:00,0.0,50.313
2011-03-25T22:31:20+00:00,0.0,50.182
2011-03-25T22:32:20+00:00,0.0,50.5
2011-03-25T22:33:19+00:00,0.0,50.293
2011-03-25T22:34:19+00:00,0.0,52.772
2011-03-25T22:35:20+00:00,0.0,51.652
2011-03-25T22:36:20+00:00,0.0,50.33
2011-03-25T22:37:20+00:00,0.0,49.895
2011-03-25T22:38:19+00:00,0.0,51.099
2011-03-25T22:39:20+00:00,0.0,51.941
2011-03-25T22:40:19+00:00,0.0,49.74
2011-03-25T22:41:20+00:00,0.0,51.725
2011-03-25T22:42:20+00:00,0.0,50.531
2011-03-25T22:43:20+00:00,0.0,50.519
2011-03-25T22:44:19+00:00,0.0,51.041
2011-03-25T22:45:20+00:00,0.0,50.666
2011-03-25T22:46:20+00:00,0.0,50.867
2011-03-25T22:47:20+00:00,0.0,51.072
2011-03-25T22:48:20+00:00,0.0,50.482
2011-03-25T22:49:20+00:00,0.0,50.648
2011-03-25T22:50:19+00:00,0.0,51.576
2011-03-25T22:51:20+00:00,0.0,51.735
2011-03-25T22:52:20+00:00,0.0,51.008
2011-03-25T22:53:20+00:00,0.0,49.924
2011-03-25T22:54:20+00:00,0.0,50.774
2011-03-25T22:55:19+00:00,0.0,50.068
2011-03-25T22:56:19+00:00,0.0,51.656
2011-03-25T22:57:20+00:00,0.0,49.576
2011-03-25T22:58:20+00:00,0.0,50.429
2011-03-25T22:59:20+00:00,0.0,50.828
2011-03-25T23:00:20+00:00,0.0,50.827
2011-03-25T23:01:19+00:00,0.0,50.517
2011-03-25T23:02:19+00:00,0.0,50.867
2011-03-25T23:03:20+00:00,0.0,51.619
2011-03-25T23:04:24+00:00,0.0,50.51
2011-03-25T23:05:20+00:00,0.0,50.642
2011-03-25T23:06:20+00:00,0.0,50.886
2011-03-25T23:07:20+00:00,0.0,50.785
2011-03-25T23:08:20+00:00,0.0,50.252
2011-03-25T23:09:20+00:00,0.0,50.756
2011-03-25T23:10:19+00:00,0.0,50.004
2011-03-25T23:11:20+00:00,0.0,51.829
2011-03-25T23:12:20+00:00,0.0,50.716
2011-03-25T23:13:20+00:00,0.0,51.528
2011-03-25T23:14:20+00:00,0.0,51.071
2011-03-25T23:15:20+00:00,0.0,49.758
2011-03-25T23:16:19+00:00,0.0,50.397
2011-03-25T23:17:20+00:00,0.0,52.398
2011-03-25T23:18:20+00:00,0.0,49.622
2011-03-25T23:19:20+00:00,0.0,51.216
2011-03-25T23:20:19+00:00,0.0,52.101
2011-03-25T23:21:20+00:00,0.0,49.935
2011-03-25T23:22:20+00:00,0.0,50.694
2011-03-25T23:23:20+00:00,0.0,50.466
2011-03-25T23:24:20+00:00,0.0,49.064
2011-03-25T23:25:20+00:00,0.0,51.326
2011-03-25T23:26:19+00:00,0.0,49.631
2011-03-25T23:27:20+00:00,0.0,49.174
2011-03-25T23:28:24+00:00,0.0,50.555
2011-03-25T23:29:20+00:00,0.0,50.778
2011-03-25T23:30:19+00:00,0.0,51.104
2011-03-25T23:31:20+00:00,0.0,50.887
2011-03-25T23:32:20+00:00,0.0,51.819
2011-03-25T23:33:20+00:00,0.0,50.839
2011-03-25T23:34:19+00:00,0.0,52.265
2011-03-25T23:35:20+00:00,0.0,51.068
2011-03-25T23:36:19+00:00,0.0,49.682
2011-03-25T23:37:20+00:00,0.0,51.775
2011-03-25T23:38:20+00:00,0.0,50.79
2011-03-25T23:39:20+00:00,0.0,51.406
2011-03-25T23:40:19+00:00,0.0,51.598
2011-03-25T23:41:20+00:00,0.0,51.262
2011-03-25T23:42:20+00:00,0.0,50.327
2011-03-25T23:43:20+00:00,0.0,51.468
2011-03-25T23:44:20+00:00,0.0,52.067
2011-03-25T23:45:19+00:00,0.0,51.534
2011-03-25T23:46:19+00:00,0.0,51.176
2011-03-25T23:47:20+00:00,0.0,50.52
2011-03-25T23:48:20+00:00,0.0,51.005
2011-03-25T23:49:20+00:00,0.0,51.297
2011-03-25T23:50:20+00:00,0.0,50.108
2011-03-25T23:51:19+00:00,0.0,52.373
2011-03-25T23:52:19+00:00,0.0,49.791
2011-03-25T23:53:20+00:00,0.0,49.955
2011-03-25T23:54:20+00:00,0.0,51.634
2011-03-25T23:55:20+00:00,0.0,51.22
2011-03-25T23:56:20+00:00,0.0,50.33
2011-03-25T23:57:19+00:00,0.0,51.001
2011-03-25T23:58:19+00:00,0.0,51.136
2011-03-25T23:59:20+00:00,0.0,51.662
2011-03-26T00:00:24+00:00,0.0,51.024
2011-03-26T00:01:20+00:00,0.0,51.135
2011-03-26T00:02:20+00:00,0.0,51.649
2011-03-26T00:03:20+00:00,0.0,50.382
2011-03-26T00:04:20+00:00,0.0,50.587
2011-03-26T00:05:19+00:00,0.0,51.683
2011-03-26T00:06:19+00:00,0.0,51.654
2011-03-26T00:07:20+00:00,0.0,52.109
2011-03-26T00:08:20+00:00,0.0,50.176
2011-03-26T00:09:20+00:00,0.0,50.059
2011-03-26T00:10:19+00:00,0.0,49.921
2011-03-26T00:11:19+00:00,0.0,50.221
2011-03-26T00:12:19+00:00,0.0,49.942
2011-03-26T00:13:20+00:00,0.0,51.427
2011-03-26T00:14:20+00:00,0.0,51.019
2011-03-26T00:15:20+00:00,0.0,50.05
2011-03-26T00:16:19+00:00,0.0,51.247
2011-03-26T00:17:20+00:00,0.0,50.83
2011-03-26T00:18:19+00:00,0.0,51.593
2011-03-26T00:19:20+00:00,0.0,50.839
2011-03-26T00:20:20+00:00,0.0,50.335
2011-03-26T00:21:20+00:00,0.0,51.204
2011-03-26T00:22:19+00:00,0.0,49.974
2011-03-26T00:23:20+00:00,0.0,51.01
2011-03-26T00:24:20+00:00,0.0,50.64
2011-03-26T00:25:20+00:00,0.0,49.574
2011-03-26T00:26:20+00:00,0.0,50.79
2011-03-26T00:27:19+00:00,0.0,51.33
2011-03-26T00:28:19+00:00,0.0,50.68
2011-03-26T00:29:20+00:00,0.0,49.717
2011-03-26T00:30:20+00:00,0.0,51.33
2011-03-26T00:31:20+00:00,0.0,51.107
2011-03-26T00:32:20+00:00,0.0,49.986
2011-03-26T00:33:19+00:00,0.0,51.75
2011-03-26T00:34:19+00:00,0.0,50.762
2011-03-26T00:35:20+00:00,0.0,51.374
2011-03-26T00:36:20+00:00,0.0,50.909
2011-03-26T00:37:20+00:00,0.0,52.022
2011-03-26T00:38:20+00:00,0.0,49.968
2011-03-26T00:39:20+00:00,0.0,51.333
2011-03-26T00:40:19+00:00,0.0,50.69
2011-03-26T00:41:20+00:00,0.0,49.81
2011-03-26T00:42:20+00:00,0.0,50.328
2011-03-26T00:43:20+00:00,0.0,51.739
2011-03-26T00:44:19+00:00,0.0,50.63
2011-03-26T00:45:19+00:00,0.0,51.159
2011-03-26T00:46:20+00:00,0.0,51.579
2011-03-26T00:47:20+00:00,0.0,51.488
2011-03-26T00:48:20+00:00,0.0,51.849
2011-03-26T00:49:20+00:00,0.0,50.104
2011-03-26T00:50:19+00:00,0.0,49.202
2011-03-26T00:51:19+00:00,0.0,50.836
2011-03-26T00:52:20+00:00,0.0,50.481
2011-03-26T00:53:20+00:00,0.0,51.303
2011-03-26T00:54:20+00:00,0.0,50.854
2011-03-26T00:55:19+00:00,0.0,52.018
2011-03-26T00:56:19+00:00,0.0,51.294
2011-03-26T00:57:20+00:00,0.0,50.613
2011-03-26T00:58:20+00:00,0.0,50.041
2011-03-26T00:59:20+00:00,0.0,51.045
2011-03-26T01:00:20+00:00,0.0,50.749
2011-03-26T01:01:19+00:00,0.0,51.207
2011-03-26T01:02:19+00:00,0.0,50.72
2011-03-26T01:03:20+00:00,0.0,50.593
2011-03-26T01:04:20+00:00,0.0,51.671
2011-03-26T01:05:20+00:00,0.0,50.667
2011-03-26T01:06:20+00:00,0.0,51.579
2011-03-26T01:07:20+00:00,0.0,51.685
2011-03-26T01:08:19+00:00,0.0,50.896
2011-03-26T01:09:20+00:00,0.0,50.999
2011-03-26T01:10:20+00:00,0.0,49.751
2011-03-26T01:11:20+00:00,0.0,50.884
2011-03-26T01:12:19+00:00,0.0,51.751
2011-03-26T01:13:20+00:00,0.0,51.455
2011-03-26T01:14:19+00:00,0.0,51.449
2011-03-26T01:15:20+00:00,0.0,50.031
2011-03-26T01:16:20+00:00,0.0,50.886
2011-03-26T01:17:20+00:00,0.0,51.244
2011-03-26T01:18:19+00:00,0.0,50.949
2011-03-26T01:19:20+00:00,0.0,50.121
2011-03-26T01:20:20+00:00,0.0,50.865
2011-03-26T01:21:20+00:00,0.0,50.808
2011-03-26T01:22:21+00:00,10.0,51.473
2011-03-26T01:23:19+00:00,0.0,50.941
2011-03-26T01:24:19+00:00,0.0,50.845
2011-03-26T01:25:20+00:00,0.0,50.589
2011-03-26T01:26:20+00:00,0.0,50.573
2011-03-26T01:27:20+00:00,0.0,50.443
2011-03-26T01:28:19+00:00,0.0,50.093
2011-03-26T01:29:20+00:00,0.0,50.237
2011-03-26T01:30:19+00:00,0.0,50.418
2011-03-26T01:31:20+00:00,0.0,50.544
2011-03-26T01:32:20+00:00,0.0,49.675
2011-03-26T01:33:20+00:00,0.0,50.046
2011-03-26T01:34:19+00:00,0.0,49.869
2011-03-26T01:35:20+00:00,0.0,51.064
2011-03-26T01:36:20+00:00,0.0,51.785
2011-03-26T01:37:20+00:00,0.0,51.403
2011-03-26T01:38:20+00:00,0.0,51.246
2011-03-26T01:39:20+00:00,0.0,50.058
2011-03-26T01:40:19+00:00,0.0,51.332
2011-03-26T01:41:20+00:00,0.0,49.963
2011-03-26T01:42:20+00:00,0.0,49.577
2011-03-26T01:43:20+00:00,0.0,49.933
2011-03-26T01:44:19+00:00,0.0,51.207
2011-03-26T01:45:20+00:00,0.0,50.082
2011-03-26T01:46:20+00:00,0.0,51.436
2011-03-26T01:47:20+00:00,0.0,50.128
2011-03-26T01:48:24+00:00,0.0,52.321
2011-03-26T01:49:20+00:00,0.0,51.298
2011-03-26T01:50:20+00:00,0.0,50.016
2011-03-26T01:51:20+00:00,0.0,51.463
2011-03-26T01:52:20+00:00,0.0,50.4
2011-03-26T01:53:19+00:00,0.0,50.172
2011-03-26T01:54:24+00:00,0.0,51.436
2011-03-26T01:55:19+00:00,0.0,49.574
2011-03-26T01:56:19+00:00,0.0,51.488
2011-03-26T01:57:20+00:00,0.0,51.598
2011-03-26T01:58:20+00:00,0.0,51.129
2011-03-26T01:59:20+00:00,0.0,50.309
2011-03-26T02:00:20+00:00,0.0,50.601
2011-03-26T02:01:19+00:00,0.0,50.156
2011-03-26T02:02:19+00:00,0.0,51.95
2011-03-26T02:03:20+00:00,0.0,52.011
2011-03-26T02:04:20+00:00,0.0,50.576
2011-03-26T02:05:20+00:00,0.0,51.965
2011-03-26T02:06:20+00:00,0.0,51.175
2011-03-26T02:07:19+00:00,0.0,51.409
2011-03-26T02:08:19+00:00,0.0,51.674
2011-03-26T02:09:20+00:00,0.0,50.251
2011-03-26T02:10:20+00:00,0.0,50.644
2011-03-26T02:11:20+00:00,0.0,50.091
2011-03-26T02:12:19+00:00,0.0,50.45
2011-03-26T02:13:20+00:00,0.0,50.941
2011-03-26T02:14:20+00:00,0.0,50.488
2011-03-26T02:15:20+00:00,0.0,49.843
2011-03-26T02:16:20+00:00,0.0,51.486
2011-03-26T02:17:20+00:00,0.0,50.453
2011-03-26T02:18:19+00:00,0.0,51.224
2011-03-26T02:19:20+00:00,0.0,50.91
2011-03-26T02:20:20+00:00,0.0,50.482
2011-03-26T02:21:20+00:00,0.0,51.185
2011-03-26T02:22:20+00:00,0.0,50.882
2011-03-26T02:23:19+00:00,0.0,51.171
2011-03-26T02:24:23+00:00,0.0,51.15
2011-03-26T02:25:20+00:00,0.0,49.489
2011-03-26T02:26:19+00:00,0.0,53.93
2011-03-26T02:27:20+00:00,0.0,50.969
2011-03-26T02:28:20+00:00,0.0,49.84
2011-03-26T02:29:20+00:00,0.0,51.802
2011-03-26T02:30:20+00:00,0.0,50.785
2011-03-26T02:31:20+00:00,0.0,51.163
2011-03-26T02:32:19+00:00,0.0,51.11
2011-03-26T02:33:20+00:00,0.0,50.848
2011-03-26T02:34:20+00:00,0.0,51.071
2011-03-26T02:35:20+00:00,0.0,51.695
2011-03-26T02:36:20+00:00,0.0,49.973
2011-03-26T02:37:20+00:00,0.0,51.199
2011-03-26T02:38:19+00:00,0.0,51.135
2011-03-26T02:39:20+00:00,0.0,49.286
2011-03-26T02:40:20+00:00,0.0,49.754
2011-03-26T02:41:20+00:00,0.0,51.297
2011-03-26T02:42:20+00:00,0.0,50.542
2011-03-26T02:43:20+00:00,0.0,51.913
2011-03-26T02:44:19+00:00,0.0,50.65
2011-03-26T02:45:20+00:00,0.0,50.869
2011-03-26T02:46:20+00:00,0.0,51.653
2011-03-26T02:47:20+00:00,0.0,50.287
2011-03-26T02:48:20+00:00,0.0,51.474
2011-03-26T02:49:19+00:00,0.0,50.043
2011-03-26T02:50:19+00:00,0.0,50.503
2011-03-26T02:51:20+00:00,0.0,51.137
2011-03-26T02:52:20+00:00,0.0,50.134
2011-03-26T02:53:20+00:00,0.0,50.282
2011-03-26T02:54:19+00:00,0.0,50.807
2011-03-26T02:55:20+00:00,0.0,50.797
2011-03-26T02:56:20+00:00,0.0,51.03
2011-03-26T02:57:20+00:00,0.0,50.692
2011-03-26T02:58:20+00:00,0.0,51.897
2011-03-26T02:59:20+00:00,0.0,50.65
2011-03-26T03:00:19+00:00,0.0,51.29
2011-03-26T03:01:20+00:00,0.0,51.994
2011-03-26T03:02:20+00:00,0.0,51.719
2011-03-26T03:03:20+00:00,0.0,50.227
2011-03-26T03:04:20+00:00,0.0,51.027
2011-03-26T03:05:19+00:00,0.0,51.055
